species_1,species_2,16S,dnaK,fusA,nifH,recA
bacs,bcl,2758.5,2272.5,2701.5,,1266.0
bacs,bfr,1890.5,1758.0,1489.5,,994.5
bacs,bja,2094.0,1692.0,1921.5,,993.0
bacs,bjs,3036.0,3144.0,3628.5,,1563.0
bacs,bju,2109.0,1677.0,1270.5,,1026.0
bacs,bld,2964.0,2851.5,3210.0,,1507.5
bacs,blh,2977.0,2860.5,3219.0,,1503.0
bacs,bli,2981.5,2851.5,3210.0,,1507.5
bacs,bly,2194.5,1746.0,1989.0,,984.0
bacs,bma,2033.5,1659.0,1887.0,,1003.5
bacs,bmab,2105.0,1659.0,1974.0,,1003.5
bacs,bmyc,2776.0,2362.5,2919.0,,1321.5
bacs,bnc,2577.0,2334.0,2961.0,,637.5
bacs,boz,2066.0,1671.0,2019.0,,1009.5
bacs,bpa,2094.0,1660.5,1947.0,,973.5
bacs,bpz,2108.0,1656.0,1884.0,,1000.5
bacs,bql,3042.0,3501.0,4023.0,,2013.0
bacs,bqy,3086.0,3351.0,3687.0,,1896.0
bacs,bra,2099.0,1704.0,1939.5,,1014.0
bacs,bsau,2183.5,1684.5,1848.0,,936.0
bacs,bsui,2002.5,1765.5,2049.0,,994.5
bacs,bth,1645.0,1789.5,1474.5,,990.0
bacs,btr,2164.0,1797.0,2049.0,,969.0
bacs,bxe,2017.5,1678.5,2031.0,,1017.0
bacs,cac,938.0,1866.0,2100.0,,1039.5
bacs,cau,1946.5,1612.5,1935.0,,946.5
bacs,cgl,2185.0,1761.0,2050.5,,972.0
bacs,cko,245.0,1765.5,2145.0,,996.0
bacs,ctu,2159.0,1761.0,2164.5,,1035.0
bacs,ddn,2160.0,1692.0,1446.0,,898.5
bacs,dha,,1509.0,1552.5,,
bacs,dse,,1572.0,1527.0,,
bacs,eco,2138.5,1762.5,2188.5,,987.0
bacs,ent,2119.5,1771.5,1920.0,,975.0
bacs,esa,233.0,1749.0,2188.5,,1003.5
bacs,fjo,1962.5,1812.0,2017.5,,972.0
bacs,gme,2320.5,1683.0,2164.5,,954.0
bacs,hde,2057.0,1654.5,2100.0,,987.0
bacs,hpy,2001.0,1618.5,2038.5,,895.5
bacs,kpn,2145.0,1749.0,1869.0,,1006.5
bacs,lap,2140.0,1842.0,1375.5,,1015.5
bacs,lmo,2730.5,2332.5,2853.0,,1251.0
bacs,mag,2127.5,1695.0,1261.5,,973.5
bacs,mcp,2216.5,1615.5,2280.0,,826.5
bacs,mlo,2131.0,1738.5,1930.5,,963.0
bacs,mmu,,1540.5,1579.5,,
bacs,mtu,2205.5,1614.0,1353.0,,547.5
bacs,mxa,2205.5,1137.0,1599.0,,967.5
bacs,nfa,2222.5,1059.0,1263.0,,948.0
bacs,nme,,1806.0,2047.5,,1035.0
bacs,nos,2074.0,1590.0,1629.0,,916.5
bacs,npc,2155.0,1657.5,1860.0,,901.5
bacs,nwi,2125.5,1756.5,1885.5,,1041.0
bacs,pae,2182.0,1668.0,1917.0,,958.5
bacs,pam,2133.5,1732.5,2130.0,,1014.0
bacs,paq,2121.5,1740.0,2130.0,,1008.0
bacs,par,2102.0,1758.0,2149.5,,996.0
bacs,pcr,2095.5,1762.5,2143.5,,997.5
bacs,pdo,2116.5,1659.0,1900.5,,940.5
bacs,pfl,2177.5,1729.5,2113.5,,978.0
bacs,pmh,2117.0,1479.0,1962.0,,886.5
bacs,pps,,1465.5,1608.0,,
bacs,ppu,2168.0,1734.0,2109.0,,960.0
bacs,psa,971.5,1698.0,2065.5,,879.0
bacs,rbd,2090.5,1609.5,1851.0,,942.0
bacs,rfr,2090.0,1461.0,1335.0,,930.0
bacs,rhc,2024.0,1720.5,1200.0,,997.5
bacs,rpa,2109.5,1732.5,1911.0,,991.5
bacs,rso,2058.5,1606.5,1999.5,,964.5
bacs,sau,2729.0,2164.5,2682.0,,1117.5
bacs,sco,2216.0,1693.5,1270.5,,915.0
bacs,sfr,2130.0,1771.5,2127.0,,988.5
bacs,sil,2036.5,1744.5,1930.5,,991.5
bacs,slr,2061.5,1779.0,1608.0,,954.0
bacs,son,2097.5,1797.0,2112.0,,958.5
bacs,spe,2122.5,1744.5,1857.0,,1026.0
bacs,spy,2015.5,2112.0,2620.5,,1023.0
bacs,srr,2113.0,1717.5,1845.0,,1057.5
bacs,syn,2127.5,1546.5,1320.0,,886.5
bacs,tpo,1966.5,1696.5,1576.5,,918.0
bacs,ttu,2155.0,1779.0,2235.0,,937.5
bacs,vch,2118.0,1821.0,2202.0,,949.5
bacs,vpa,1970.0,1782.0,1939.5,,933.0
bacs,wbr,2053.0,1515.0,1813.5,,882.0
bacs,xcc,2196.0,1638.0,1909.5,,915.0
bacs,xoo,2196.0,1639.5,1891.5,,933.0
bacy,aaa,2054.5,1561.5,1884.0,,946.5
bacy,aaci,2149.5,1633.5,1788.0,,945.0
bacy,aalg,1959.5,1705.5,1863.0,,982.5
bacy,aamb,1558.0,,,,
bacy,aaq,2228.5,1636.5,2032.5,,954.0
bacy,aaqi,1943.0,1749.0,2112.0,,978.0
bacy,aaqu,2105.5,1707.0,1882.5,,
bacy,aasc,2101.5,1782.0,1878.0,,991.5
bacy,aba,2120.0,1365.0,2004.0,,976.5
bacy,abo,2219.0,1701.0,2139.0,,942.0
bacy,ace,2241.5,1671.0,1789.5,,876.0
bacy,acet,2106.0,1786.5,1876.5,,978.0
bacy,achr,2095.5,1623.0,1918.5,,969.0
bacy,acib,1908.5,1764.0,2139.0,,957.0
bacy,acid,2107.0,1591.5,1948.5,,981.0
bacy,acii,2204.0,1585.5,1779.0,,918.0
bacy,acin,2099.5,1602.0,1944.0,,979.5
bacy,acio,2088.0,1596.0,1981.5,,970.5
bacy,acip,2107.0,1596.0,1947.0,,960.0
bacy,acis,2107.0,1596.0,1947.0,,960.0
bacy,ack,2104.0,1558.5,1953.0,,931.5
bacy,acom,2144.5,1672.5,1246.5,,958.5
bacy,acr,2078.5,1600.5,1717.5,,925.5
bacy,acra,2086.5,1564.5,1938.0,,975.0
bacy,acry,2264.5,1662.0,1938.0,,976.5
bacy,acto,2134.5,1554.0,1800.0,,867.0
bacy,actt,2178.5,1623.0,1914.0,,
bacy,acu,1982.0,1512.0,1950.0,,904.5
bacy,ade,2214.5,996.0,1840.5,,781.5
bacy,adi,2188.0,1605.0,1996.5,,957.0
bacy,adk,2074.0,1551.0,1840.5,,948.0
bacy,adn,2074.0,1548.0,1840.5,,949.5
bacy,adt,2093.0,1615.5,1833.0,,970.5
bacy,aeb,2162.0,1551.0,1851.0,,889.5
bacy,aeh,2206.0,1579.5,1903.5,,891.0
bacy,aei,2097.5,1866.0,2226.0,,994.5
bacy,aep,1971.5,1692.0,1920.0,,1015.5
bacy,aev,1977.5,1803.0,1971.0,,967.5
bacy,aez,2165.0,1585.5,1815.0,,916.5
bacy,afa,2106.5,1678.5,1869.0,,972.0
bacy,afc,1917.5,1747.5,2085.0,,933.0
bacy,afi,2132.0,1584.0,2017.5,,943.5
bacy,afla,1967.5,1836.0,1446.0,,927.0
bacy,afq,2110.0,1695.0,1885.5,,
bacy,agc,2121.5,1701.0,1969.5,,990.0
bacy,agt,2135.0,1720.5,2043.0,,984.0
bacy,agv,1886.5,1108.5,1489.5,,882.0
bacy,aht,2011.5,1723.5,1932.0,,1012.5
bacy,ahu,2165.0,1614.0,1741.5,,994.5
bacy,ahz,1963.5,1812.0,1986.0,,933.0
bacy,ais,2096.0,1621.5,1836.0,,973.5
bacy,aji,2157.5,870.0,1777.5,,936.0
bacy,ajs,2079.0,1543.5,1932.0,,975.0
bacy,aka,2100.0,1716.0,1365.0,,870.0
bacy,alg,2091.0,1771.5,2095.5,,1005.0
bacy,ali,2137.5,1632.0,1672.5,,961.5
bacy,aln,2225.0,1701.0,2142.0,,942.0
bacy,alp,1974.5,1768.5,2154.0,,964.5
bacy,als,1943.0,1815.0,1992.0,,954.0
bacy,alti,1961.0,1813.5,1989.0,,969.0
bacy,alv,2188.5,1653.0,1284.0,,952.5
bacy,amah,2027.5,1677.0,2001.0,,1024.5
bacy,amc,2110.5,1822.5,1999.5,,1051.5
bacy,ame,,1573.5,1551.0,,
bacy,amh,2115.5,1819.5,1999.5,,1054.5
bacy,ami,2204.5,963.0,1167.0,,922.5
bacy,amih,2132.0,1702.5,1339.5,,961.5
bacy,amol,1940.5,1810.5,2217.0,,945.0
bacy,amr,2149.5,1606.5,1429.5,,885.0
bacy,ams,2214.0,963.0,1246.5,,937.5
bacy,amv,2085.5,1596.0,1710.0,,934.5
bacy,amyb,2234.5,967.5,1246.5,,940.5
bacy,amyy,2193.0,1576.5,1195.5,,912.0
bacy,ane,2175.0,1573.5,1861.5,,900.0
bacy,anp,1959.5,1828.5,1411.5,,943.5
bacy,ant,1955.5,1807.5,2203.5,,915.0
bacy,aoa,2001.0,1659.0,1186.5,,952.5
bacy,aol,2105.5,1651.5,1872.0,,1018.5
bacy,aon,2073.0,1612.5,1915.5,,958.5
bacy,aos,2187.5,1575.0,1884.0,,867.0
bacy,apac,2162.0,1654.5,1968.0,,987.0
bacy,ape,1590.0,,,,
bacy,apn,2234.5,1636.5,1219.5,,916.5
bacy,apoc,1902.5,1773.0,2137.5,,954.0
bacy,apom,2106.0,1786.5,1876.5,,978.0
bacy,app,2113.5,1561.5,1273.5,,957.0
bacy,apre,2241.5,958.5,1171.5,,918.0
bacy,aprs,2185.0,1645.5,2076.0,,940.5
bacy,aqa,1963.5,1791.0,1995.0,,936.0
bacy,aql,2172.5,1680.0,1926.0,,993.0
bacy,aqs,2171.0,1689.0,2022.0,,1011.0
bacy,arc,1968.0,1783.5,2206.5,,963.0
bacy,arl,2229.0,1647.0,2013.0,,961.5
bacy,arm,2198.5,1665.0,2010.0,,936.0
bacy,aro,2135.0,1729.5,2038.5,,979.5
bacy,art,2195.5,1633.5,1273.5,,970.5
bacy,artp,2217.0,1596.0,1953.0,,939.0
bacy,aru,2226.5,1638.0,2002.5,,963.0
bacy,ary,2232.0,1641.0,2008.5,,961.5
bacy,asc,1563.5,,,,
bacy,asd,2158.0,1696.5,1942.5,,976.5
bacy,asip,2083.5,1680.0,2092.5,,960.0
bacy,ask,1936.5,1803.0,2131.5,,960.0
bacy,asl,1792.0,1870.5,1941.0,,1000.5
bacy,asv,2106.0,1791.0,1878.0,,973.5
bacy,asw,2092.5,1635.0,1905.0,,979.5
bacy,ata,2134.5,1716.0,2034.0,,990.0
bacy,atp,1896.5,1735.5,2128.5,,939.0
bacy,atu,2119.5,1738.5,2028.0,,960.0
bacy,atw,2108.5,1587.0,1956.0,,943.5
bacy,ava,2115.5,1753.5,2067.0,,964.5
bacy,axy,2095.5,1633.5,1827.0,,982.5
bacy,aza,2103.0,1306.5,1246.5,,972.0
bacy,azc,2097.0,1608.0,1867.5,,951.0
bacy,azd,2129.0,1639.5,1231.5,,952.5
bacy,azi,2119.5,1651.5,1204.5,,943.5
bacy,azl,2146.5,1620.0,1200.0,,946.5
bacy,azm,2170.5,1617.0,1698.0,,978.0
bacy,azo,2130.0,1648.5,1185.0,,960.0
bacy,azq,2180.5,1647.0,2001.0,,948.0
bacy,azr,2138.0,1651.5,1203.0,,957.0
bacy,azt,2157.5,1594.5,1215.0,,951.0
bacy,azz,2185.5,1627.5,1666.5,,954.0
bacy,babb,2147.0,1719.0,2061.0,,976.5
bacy,babr,2147.0,1716.0,2061.0,,976.5
bacy,bac,2131.0,1597.5,1984.5,,1038.0
bacy,bacb,3087.0,3123.0,3619.5,,1594.5
bacy,bacl,3083.0,3618.0,4158.0,,2076.0
bacy,baco,2747.5,2266.5,2776.5,,1288.5
bacy,bacp,3087.0,3126.0,3613.5,,1600.5
bacy,bacs,3084.0,3135.0,3622.5,,1582.5
bacy,bacy,3112.0,3672.0,4158.0,,2094.0
bacy,bae,3067.0,3102.0,3604.5,,1677.0
bacy,bag,2756.0,2377.5,2700.0,,1341.0
bacy,bage,2120.0,1774.5,2181.0,,997.5
bacy,bah,2718.5,2362.5,2980.5,,657.0
bacy,bai,2715.5,2362.5,2980.5,,657.0
bacy,bao,3034.0,3120.0,3627.0,,1582.5
bacy,bapi,2142.5,1842.0,2095.5,,1008.0
bacy,baq,3040.0,3132.0,3610.5,,1594.5
bacy,bar,2712.0,2362.5,2980.5,,
bacy,bast,2053.5,1626.0,1890.0,,928.5
bacy,bat,2719.5,2362.5,2980.5,,1357.5
bacy,bax,2790.0,2362.5,2968.5,,657.0
bacy,bay,3080.5,3114.0,3619.5,,1591.5
bacy,baz,3076.0,3114.0,3627.0,,1582.5
bacy,bbet,2094.0,1665.0,1230.0,,1003.5
bacy,bbh,2087.5,1611.0,1897.5,,951.0
bacy,bbm,2087.5,1608.0,1894.5,,955.5
bacy,bbr,2087.5,1611.0,1897.5,,951.0
bacy,bbt,2086.5,1647.0,1203.0,,1008.0
bacy,bby,2824.0,2382.0,2988.0,,
bacy,bcad,1968.0,1843.5,1972.5,,940.5
bacy,bce,2717.0,2374.5,2991.0,,1360.5
bacy,bcl,2762.5,2260.5,2752.5,,1290.0
bacy,bfr,1891.5,1764.0,1500.0,,1006.5
bacy,bja,2095.0,1668.0,1891.5,,1015.5
bacy,bjs,3058.0,3510.0,4071.0,,2013.0
bacy,bju,2113.0,1675.5,1231.5,,1020.0
bacy,bld,2980.0,2827.5,3267.0,,1528.5
bacy,blh,2999.0,2824.5,3273.0,,1531.5
bacy,bli,2997.5,2827.5,3267.0,,1528.5
bacy,bly,2192.5,1675.5,1957.5,,964.5
bacy,bma,2033.0,1602.0,1876.5,,1027.5
bacy,bmab,2104.5,1602.0,1959.0,,1027.5
bacy,bmyc,2778.5,2392.5,2959.5,,1377.0
bacy,bnc,2575.0,2371.5,2986.5,,633.0
bacy,boz,2067.0,1653.0,2041.5,,964.5
bacy,bpa,2087.5,1609.5,1903.5,,948.0
bacy,bpz,2107.5,1605.0,1873.5,,1024.5
bacy,bql,3034.0,3114.0,3627.0,,1582.5
bacy,bqy,3084.0,3024.0,3277.5,,1525.5
bacy,bra,2101.5,1635.0,1884.0,,1021.5
bacy,bsau,2181.5,1602.0,1837.5,,949.5
bacy,bsui,2006.5,1713.0,2058.0,,978.0
bacy,bth,1647.5,1803.0,1503.0,,963.0
bacy,btr,2166.5,1774.5,2079.0,,943.5
bacy,bxe,2012.5,1632.0,2050.5,,1024.5
bacy,cac,933.0,1872.0,2170.5,,1059.0
bacy,cau,1946.0,1573.5,1929.0,,985.5
bacy,cgl,2189.0,1747.5,2035.5,,972.0
bacy,cko,240.0,1743.0,2169.0,,988.5
bacy,ctu,2151.0,1749.0,2187.0,,994.5
bacy,ddn,2155.0,1662.0,1417.5,,895.5
bacy,dha,,1548.0,1596.0,,
bacy,dse,,1527.0,1504.5,,
bacy,eco,2136.5,1762.5,2188.5,,961.5
bacy,ent,2113.0,1752.0,1936.5,,963.0
bacy,esa,229.5,1725.0,2205.0,,994.5
bacy,fjo,1962.0,1906.5,2067.0,,1033.5
bacy,gme,2321.5,1621.5,2208.0,,916.5
bacy,hde,2055.0,1654.5,2133.0,,966.0
bacy,hpy,1996.0,1620.0,2016.0,,918.0
bacy,kpn,2141.5,1747.5,1833.0,,972.0
bacy,lap,2147.0,1809.0,1348.5,,990.0
bacy,lmo,2724.0,2370.0,2898.0,,1303.5
bacy,mag,2130.0,1638.0,1231.5,,954.0
bacy,mcp,2232.5,1713.0,2341.5,,843.0
bacy,mlo,2133.5,1684.5,1897.5,,945.0
bacy,mmu,,1524.0,1560.0,,
bacy,mtu,2202.0,1575.0,1339.5,,543.0
bacy,mxa,2199.0,1107.0,1515.0,,946.5
bacy,nfa,2219.0,966.0,1222.5,,922.5
bacy,nme,,1804.5,2038.5,,1024.5
bacy,nos,2084.0,1618.5,1657.5,,967.5
bacy,npc,2157.5,1552.5,1798.5,,895.5
bacy,nwi,2128.0,1683.0,1852.5,,1002.0
bacy,pae,2178.5,1576.5,1861.5,,966.0
bacy,pam,2125.5,1684.5,2182.5,,954.0
bacy,paq,2112.0,1684.5,2185.5,,946.5
bacy,par,2101.5,1785.0,2215.5,,1021.5
bacy,pcr,2096.5,1794.0,2218.5,,1012.5
bacy,pdo,2108.5,1629.0,1861.5,,951.0
bacy,pfl,2171.0,1666.5,2122.5,,991.5
bacy,pmh,2115.0,1527.0,1974.0,,934.5
bacy,pps,,1459.5,1576.5,,
bacy,ppu,2167.5,1671.0,2119.5,,954.0
bacy,psa,966.5,1606.5,2059.5,,922.5
bacy,rbd,2082.5,1552.5,1810.5,,963.0
bacy,rfr,2080.5,1420.5,1302.0,,925.5
bacy,rhc,2020.5,1720.5,1161.0,,967.5
bacy,rpa,2110.5,1678.5,1881.0,,987.0
bacy,rso,2055.0,1563.0,1956.0,,985.5
bacy,sau,2743.5,2254.5,2691.0,,1180.5
bacy,sco,2215.5,1576.5,1224.0,,916.5
bacy,sfr,2134.0,1794.0,2173.5,,940.5
bacy,sil,2045.0,1726.5,1881.0,,973.5
bacy,slr,2068.5,1776.0,1579.5,,990.0
bacy,son,2100.0,1779.0,2149.5,,964.5
bacy,spe,2114.5,1708.5,1848.0,,984.0
bacy,spy,2013.5,2155.5,2662.5,,1059.0
bacy,srr,2112.5,1696.5,1815.0,,1009.5
bacy,syn,2130.0,1536.0,1390.5,,885.0
bacy,tpo,1963.0,1650.0,1624.5,,906.0
bacy,ttu,2148.5,1735.5,2235.0,,969.0
bacy,vch,2119.0,1822.5,2181.0,,978.0
bacy,vpa,1966.5,1794.0,1963.5,,973.5
bacy,wbr,2058.5,1591.5,1899.0,,853.5
bacy,xcc,2203.0,1579.5,1906.5,,919.5
bacy,xoo,2203.0,1579.5,1900.5,,970.5
bae,aaa,2048.5,1579.5,1915.5,,933.0
bae,aaci,2155.5,1656.0,1813.5,,967.5
bae,aalg,1968.5,1720.5,1870.5,,1020.0
bae,aamb,1552.0,,,,
bae,aaq,2236.0,1624.5,1981.5,,964.5
bae,aaqi,1947.5,1723.5,2049.0,,978.0
bae,aaqu,2096.5,1660.5,1870.5,,
bae,aasc,2101.5,1759.5,1927.5,,1015.5
bae,aba,2112.5,1420.5,1983.0,,990.0
bae,abo,2208.5,1719.0,2155.5,,981.0
bae,ace,2226.5,1710.0,1830.0,,907.5
bae,acet,2106.0,1771.5,1933.5,,1035.0
bae,achr,2079.0,1623.0,1945.5,,934.5
bae,acib,1910.0,1747.5,2050.5,,945.0
bae,acid,2093.5,1620.0,1945.5,,969.0
bae,acii,2196.5,1594.5,1833.0,,949.5
bae,acin,2086.0,1638.0,1944.0,,970.5
bae,acio,2071.5,1605.0,1986.0,,960.0
bae,acip,2093.5,1638.0,1956.0,,964.5
bae,acis,2093.5,1638.0,1956.0,,964.5
bae,ack,2093.5,1609.5,1969.5,,939.0
bae,acom,2144.5,1686.0,1260.0,,958.5
bae,acr,2077.0,1647.0,1740.0,,912.0
bae,acra,2073.0,1600.5,1968.0,,946.5
bae,acry,2276.5,1680.0,1978.5,,979.5
bae,acto,2137.5,1582.5,1801.5,,876.0
bae,actt,2186.0,1651.5,1945.5,,
bae,acu,1971.5,1548.0,1981.5,,916.5
bae,ade,2220.5,1014.0,1888.5,,790.5
bae,adi,2182.0,1629.0,2037.0,,934.5
bae,adk,2069.5,1564.5,1843.5,,937.5
bae,adn,2069.5,1561.5,1843.5,,940.5
bae,adt,2085.5,1639.5,1821.0,,961.5
bae,aeb,2171.0,1611.0,1875.0,,889.5
bae,aeh,2200.0,1609.5,1918.5,,924.0
bae,aei,2087.0,1873.5,2223.0,,967.5
bae,aep,1967.0,1720.5,1954.5,,975.0
bae,aev,1971.5,1824.0,1957.5,,990.0
bae,aez,2177.0,1630.5,1827.0,,910.5
bae,afa,2102.0,1654.5,1858.5,,954.0
bae,afc,1919.0,1743.0,2038.5,,927.0
bae,afi,2124.5,1590.0,2044.5,,957.0
bae,afla,1960.0,1824.0,1407.0,,996.0
bae,afq,2104.0,1642.5,1873.5,,
bae,agc,2120.0,1758.0,1984.5,,958.5
bae,agt,2130.5,1791.0,2020.5,,975.0
bae,agv,1885.0,1137.0,1503.0,,891.0
bae,aht,2011.5,1750.5,1965.0,,1009.5
bae,ahu,2163.5,1663.5,1761.0,,972.0
bae,ahz,1956.0,1824.0,1951.5,,940.5
bae,ais,2085.5,1653.0,1788.0,,946.5
bae,aji,2159.0,874.5,1798.5,,951.0
bae,ajs,2067.0,1557.0,1903.5,,970.5
bae,aka,2083.5,1687.5,1387.5,,888.0
bae,alg,2094.0,1776.0,2151.0,,999.0
bae,ali,2134.5,1674.0,1735.5,,955.5
bae,aln,2214.5,1719.0,2152.5,,978.0
bae,alp,1980.5,1758.0,2118.0,,970.5
bae,als,1928.0,1827.0,1944.0,,991.5
bae,alti,1947.5,1848.0,1989.0,,1005.0
bae,alv,2181.0,1671.0,1290.0,,963.0
bae,amah,2029.0,1711.5,2022.0,,1020.0
bae,amc,2110.5,1837.5,1977.0,,1054.5
bae,ame,,1591.5,1500.0,,
bae,amh,2115.5,1831.5,1977.0,,1051.5
bae,ami,2207.5,994.5,1189.5,,930.0
bae,amih,2127.5,1747.5,1356.0,,940.5
bae,amol,1940.5,1743.0,2155.5,,960.0
bae,amr,2140.5,1648.5,1423.5,,919.5
bae,ams,2215.5,994.5,1269.0,,951.0
bae,amv,2084.0,1645.5,1731.0,,913.5
bae,amyb,2240.5,966.0,1246.5,,931.5
bae,amyy,2197.5,1621.5,1236.0,,931.5
bae,ane,2179.5,1573.5,1851.0,,939.0
bae,anp,1953.5,1845.0,1383.0,,975.0
bae,ant,1960.0,1776.0,2145.0,,934.5
bae,aoa,2002.5,1675.5,1209.0,,957.0
bae,aol,2101.0,1677.0,1878.0,,993.0
bae,aon,2077.5,1621.5,1927.5,,933.0
bae,aos,2201.0,1576.5,1875.0,,891.0
bae,apac,2150.0,1657.5,1995.0,,958.5
bae,ape,1588.5,,,,
bae,apn,2246.5,1648.5,1249.5,,930.0
bae,apoc,1904.0,1744.5,2067.0,,970.5
bae,apom,2106.0,1771.5,1933.5,,1035.0
bae,app,2101.5,1605.0,1318.5,,964.5
bae,apre,2256.5,993.0,1200.0,,937.5
bae,aprs,2183.5,1632.0,2067.0,,954.0
bae,aqa,1962.0,1803.0,1941.0,,975.0
bae,aql,2148.5,1711.5,1965.0,,979.5
bae,aqs,2169.5,1759.5,2043.0,,1008.0
bae,arc,1971.0,1747.5,2149.5,,946.5
bae,arl,2245.5,1641.0,2034.0,,963.0
bae,arm,2195.5,1659.0,1977.0,,927.0
bae,aro,2130.5,1779.0,2025.0,,964.5
bae,art,2195.5,1641.0,1272.0,,963.0
bae,artp,2226.0,1600.5,1951.5,,924.0
bae,aru,2241.5,1629.0,1986.0,,934.5
bae,ary,2247.0,1635.0,2028.0,,963.0
bae,asc,1557.5,,,,
bae,asd,2156.5,1705.5,1956.0,,943.5
bae,asip,2077.5,1672.5,2148.0,,1002.0
bae,ask,1935.0,1783.5,2067.0,,975.0
bae,asl,1784.5,1869.0,1923.0,,1005.0
bae,asv,2106.0,1776.0,1936.5,,1033.5
bae,asw,2077.5,1644.0,1917.0,,964.5
bae,ata,2133.0,1792.5,2019.0,,970.5
bae,atp,1898.0,1756.5,2055.0,,939.0
bae,atu,2112.0,1800.0,2035.5,,964.5
bae,atw,2101.0,1617.0,1962.0,,942.0
bae,ava,2094.5,1776.0,2049.0,,906.0
bae,axy,2080.5,1641.0,1819.5,,945.0
bae,aza,2091.0,1344.0,1242.0,,981.0
bae,azc,2098.5,1653.0,1896.0,,933.0
bae,azd,2117.0,1657.5,1231.5,,955.5
bae,azi,2107.5,1677.0,1219.5,,960.0
bae,azl,2142.0,1672.5,1212.0,,948.0
bae,azm,2163.0,1675.5,1737.0,,960.0
bae,azo,2127.0,1671.0,1197.0,,946.5
bae,azq,2167.0,1695.0,1998.0,,943.5
bae,azr,2135.0,1696.5,1194.0,,943.5
bae,azt,2154.5,1639.5,1224.0,,958.5
bae,azz,2187.0,1663.5,1687.5,,960.0
bae,babb,2144.0,1809.0,2073.0,,985.5
bae,babr,2144.0,1807.5,2073.0,,985.5
bae,bac,2125.0,1626.0,2011.5,,996.0
bae,bacb,3075.0,3052.5,3576.0,,1591.5
bae,bacl,3054.5,3114.0,3604.5,,1680.0
bae,baco,2743.0,2232.0,2763.0,,1303.5
bae,bacp,3081.0,3058.5,3567.0,,1614.0
bae,bacs,3075.0,3040.5,3555.0,,1599.0
bae,bacy,3067.0,3102.0,3604.5,,1677.0
bae,bae,3118.0,3684.0,4158.0,,2088.0
bae,bag,2769.5,2376.0,2670.0,,1332.0
bae,bage,2118.5,1741.5,2169.0,,970.5
bae,bah,2735.0,2353.5,2982.0,,658.5
bae,bai,2735.0,2353.5,2985.0,,658.5
bae,bao,3029.5,3040.5,3577.5,,1591.5
bae,bapi,2136.5,1848.0,2083.5,,999.0
bae,baq,3035.5,3064.5,3567.0,,1597.5
bae,bar,2731.5,2353.5,2985.0,,
bae,bast,2061.0,1647.0,1854.0,,946.5
bae,bat,2739.0,2353.5,2985.0,,1323.0
bae,bax,2809.5,2353.5,2973.0,,658.5
bae,bay,3064.0,3049.5,3582.0,,1594.5
bae,baz,3085.0,3034.5,3577.5,,1591.5
bae,bbet,2082.0,1666.5,1243.5,,979.5
bae,bbh,2086.0,1629.0,1927.5,,978.0
bae,bbm,2086.0,1626.0,1926.0,,976.5
bae,bbr,2086.0,1629.0,1927.5,,979.5
bae,bbt,2085.0,1674.0,1254.0,,991.5
bae,bby,2843.5,2377.5,2982.0,,
bae,bcad,1965.0,1783.5,1956.0,,939.0
bae,bce,2736.5,2371.5,2979.0,,1318.5
bae,bcl,2756.5,2274.0,2736.0,,1273.5
bae,bfr,1887.0,1749.0,1522.5,,1006.5
bae,bja,2087.5,1662.0,1893.0,,985.5
bae,bjs,3029.5,3144.0,3610.5,,1689.0
bae,bju,2102.5,1657.5,1234.5,,994.5
bae,bld,2975.5,2758.5,3313.5,,1507.5
bae,blh,2994.5,2749.5,3310.5,,1518.0
bae,bli,2993.0,2758.5,3313.5,,1507.5
bae,bly,2198.5,1686.0,1977.0,,973.5
bae,bma,2034.5,1617.0,1857.0,,982.5
bae,bmab,2106.0,1617.0,1977.0,,982.5
bae,bmyc,2798.0,2362.5,2979.0,,1308.0
bae,bnc,2591.5,2323.5,2988.0,,628.5
bae,boz,2059.5,1669.5,2041.5,,987.0
bae,bpa,2086.0,1627.5,1933.5,,976.5
bae,bpz,2109.0,1620.0,1854.0,,979.5
bae,bql,3029.5,3034.5,3577.5,,1591.5
bae,bqy,3082.5,2950.5,3237.0,,1522.5
bae,bra,2100.0,1687.5,1894.5,,988.5
bae,bsau,2196.5,1623.0,1819.5,,946.5
bae,bsui,2006.5,1804.5,2070.0,,985.5
bae,bth,1643.0,1765.5,1504.5,,991.5
bae,btr,2160.5,1779.0,2089.5,,957.0
bae,bxe,2011.0,1642.5,2038.5,,1000.5
bae,cac,937.5,1908.0,2149.5,,1075.5
bae,cau,1953.5,1576.5,1953.0,,972.0
bae,cgl,2183.0,1764.0,2014.5,,978.0
bae,cko,237.0,1729.5,2155.5,,984.0
bae,ctu,2145.0,1731.0,2161.5,,1002.0
bae,ddn,2153.5,1686.0,1402.5,,877.5
bae,dha,,1548.0,1585.5,,
bae,dse,,1534.5,1510.5,,
bae,eco,2127.5,1722.0,2187.0,,999.0
bae,ent,2113.0,1725.0,1870.5,,966.0
bae,esa,228.0,1704.0,2173.5,,991.5
bae,fjo,1960.5,1842.0,2032.5,,1000.5
bae,gme,2323.0,1672.5,2128.5,,931.5
bae,hde,2046.0,1677.0,2109.0,,955.5
bae,hpy,1997.5,1609.5,2022.0,,906.0
bae,kpn,2137.0,1714.5,1828.5,,979.5
bae,lap,2136.5,1819.5,1368.0,,979.5
