	seqid	from_soil	Up0	Up1	Up2	Up3	Up4	Up5	Up6	Up7	Up8	Up9	Up10	Up11	id	status	prot_name	taxidstr	taxid	scientific_name	rank	superkingdom	kingdom	phylum	class	order	family	genus	species	full_lineage	group4	group8	ra_inf_g4	ra_inf_g8
4280	A0A701VY30|unreviewed|nitrate	False	-0.05993506343653155	-0.004947279992007282	0.008624920379155365	-0.01847107509464617	-0.01132629303283854	-0.0020486734450093132	0.021827051277439693	-0.0006799565597692981	-0.014129836886408039	-0.0041378130134307805	0.023282007348299227	-0.028519856653967276	A0A701VY30	unreviewed	nitrate reductase (quinone)	taxID:1967623	1967623.0	Salmonella enterica subsp. salamae serovar 58:a:-	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. salamae				
4281	A0A737IZ94|unreviewed|nitrate	False	-0.05993506343653155	-0.004947279992007282	0.008624920379155365	-0.01847107509464617	-0.01132629303283854	-0.0020486734450093132	0.021827051277439693	-0.0006799565597692981	-0.014129836886408039	-0.0041378130134307805	0.023282007348299227	-0.028519856653967276	A0A737IZ94	unreviewed	nitrate reductase (quinone)	taxID:1967616	1967616.0	Salmonella enterica subsp. salamae serovar 42:b:1,5	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. salamae				
4282	A0A3R0DAQ7|unreviewed|nitrate	False	-0.05990063031040288	-0.004982322763985828	0.008671437953856219	-0.01845210171692767	-0.011292281559046706	-0.0021487666543848287	0.022066339409358187	-0.0007528870642640841	-0.013911163379453974	-0.004583518643400676	0.02299975422514468	-0.02847767293794752	A0A3R0DAQ7	unreviewed	nitrate reductase (quinone)	taxID:595	595.0	Salmonella enterica subsp. enterica serovar Infantis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4283	A0A3R0HKR8|unreviewed|nitrate	False	-0.05990063031040288	-0.004982322763985828	0.008671437953856219	-0.01845210171692767	-0.011292281559046706	-0.0021487666543848287	0.022066339409358187	-0.0007528870642640841	-0.013911163379453974	-0.004583518643400676	0.02299975422514468	-0.02847767293794752	A0A3R0HKR8	unreviewed	nitrate reductase (quinone)	taxID:59201	59201.0	Salmonella enterica subsp. enterica	subspecies		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
4284	A0A609WCW0|unreviewed|nitrate	False	-0.05990063031040288	-0.004982322763985828	0.008671437953856219	-0.01845210171692767	-0.011292281559046706	-0.0021487666543848287	0.022066339409358187	-0.0007528870642640841	-0.013911163379453974	-0.004583518643400676	0.02299975422514468	-0.02847767293794752	A0A609WCW0	unreviewed	nitrate reductase (quinone)	taxID:149391	149391.0	Salmonella enterica subsp. enterica serovar Braenderup	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4285	A0A613R938|unreviewed|nitrate	False	-0.05990063031040288	-0.004982322763985828	0.008671437953856219	-0.01845210171692767	-0.011292281559046706	-0.0021487666543848287	0.022066339409358187	-0.0007528870642640841	-0.013911163379453974	-0.004583518643400676	0.02299975422514468	-0.02847767293794752	A0A613R938	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4286	A0A6V8UGU7|unreviewed|nitrate	False	-0.05990063031040288	-0.004982322763985828	0.008671437953856219	-0.01845210171692767	-0.011292281559046706	-0.0021487666543848287	0.022066339409358187	-0.0007528870642640841	-0.013911163379453974	-0.004583518643400676	0.02299975422514468	-0.02847767293794752	A0A6V8UGU7	unreviewed	nitrate reductase (quinone)	taxID:595	595.0	Salmonella enterica subsp. enterica serovar Infantis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4287	A0A744J2J4|unreviewed|nitrate	False	-0.05989187952006285	-0.004989162092018433	0.008667203391861406	-0.01844602749900812	-0.011310666965869553	-0.0021414837566615832	0.022075955422089805	-0.0007555077065512748	-0.013913687621956279	-0.004570318256692019	0.02301919137431738	-0.028480079932878277	A0A744J2J4	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4288	A0A3F3I808|unreviewed|nitrate	False	-0.059917570014668985	-0.004991082502879475	0.008620443332664776	-0.018454851767411674	-0.011065035086633798	-0.0022252554927782147	0.022053399159599245	-0.0007258007589666117	-0.013862095340928452	-0.00449825109914942	0.023061095826542508	-0.02840181717576809	A0A3F3I808	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4289	A0AAT9MLE4|unreviewed|nitrate	False	-0.059917570014668985	-0.004991082502879475	0.008620443332664776	-0.018454851767411674	-0.011065035086633798	-0.0022252554927782147	0.022053399159599245	-0.0007258007589666117	-0.013862095340928452	-0.00449825109914942	0.023061095826542508	-0.02840181717576809	A0AAT9MLE4	unreviewed	nitrate reductase (quinone)	taxID:1208611	1208611.0	Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640	strain		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Abaetetuba				
4290	A0A3U6BQT7|unreviewed|nitrate	False	-0.05991748235975721	-0.004991335453470876	0.008620450010129165	-0.018454965907319917	-0.011064838908837324	-0.0022254964659367453	0.022053374508538212	-0.0007251536131098718	-0.013861015395109276	-0.004498101546747901	0.02306129674828905	-0.02840180644996207	A0A3U6BQT7	unreviewed	nitrate reductase (quinone)	taxID:59201	59201.0	Salmonella enterica subsp. enterica	subspecies		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
4291	A0A5I4X9Y3|unreviewed|nitrate	False	-0.05991748235975721	-0.004991335453470876	0.008620450010129165	-0.018454965907319917	-0.011064838908837324	-0.0022254964659367453	0.022053374508538212	-0.0007251536131098718	-0.013861015395109276	-0.004498101546747901	0.02306129674828905	-0.02840180644996207	A0A5I4X9Y3	unreviewed	nitrate reductase (quinone)	taxID:82689	82689.0	Salmonella enterica subsp. enterica serovar Muenster	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4292	A0A5Y8FXN1|unreviewed|nitrate	False	-0.05991748235975721	-0.004991335453470876	0.008620450010129165	-0.018454965907319917	-0.011064838908837324	-0.0022254964659367453	0.022053374508538212	-0.0007251536131098718	-0.013861015395109276	-0.004498101546747901	0.02306129674828905	-0.02840180644996207	A0A5Y8FXN1	unreviewed	nitrate reductase (quinone)	taxID:149539	149539.0	Salmonella enterica subsp. enterica serovar Enteritidis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4293	A0A760VGC4|unreviewed|nitrate	False	-0.05984534051589673	-0.004979134835515623	0.008661045723660452	-0.018473650692403348	-0.011323376973883074	-0.002127630345037577	0.02208956325424868	-0.0007874066116942693	-0.013973849931123031	-0.004536495478682224	0.022964806218106464	-0.028550020782155683	A0A760VGC4	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4294	A0A4D6P6U2|unreviewed|nitrate	False	-0.05994046714192227	-0.004960800520731482	0.008682836909555824	-0.018432762970602878	-0.011293292450214855	-0.002092054788908016	0.022067529582095548	-0.0007620055512203291	-0.013957061501491607	-0.0045692226789637086	0.022948162314388003	-0.028449472297021466	A0A4D6P6U2	unreviewed	nitrate reductase (quinone)	taxID:1173427	1173427.0	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	strain		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Bareilly				
4295	A0A617KSG7|unreviewed|nitrate	False	-0.05994046714192227	-0.004960800520731482	0.008682836909555824	-0.018432762970602878	-0.011293292450214855	-0.002092054788908016	0.022067529582095548	-0.0007620055512203291	-0.013957061501491607	-0.0045692226789637086	0.022948162314388003	-0.028449472297021466	A0A617KSG7	unreviewed	nitrate reductase (quinone)	taxID:58096	58096.0	Salmonella enterica subsp. enterica serovar Bareilly	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4296	A0A3Z6QVC5|unreviewed|nitrate	False	-0.05988350308824324	-0.004977145075028799	0.008662501288320369	-0.018448251777800448	-0.011311905832302691	-0.0021637112771636636	0.02207658705942475	-0.0007489681220805313	-0.013927649405386346	-0.004566764168221071	0.023027298375951705	-0.0285019487383106	A0A3Z6QVC5	unreviewed	nitrate reductase (quinone)	taxID:59201	59201.0	Salmonella enterica subsp. enterica	subspecies		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
4297	A0A3Z7J9L1|unreviewed|nitrate	False	-0.05988350308824324	-0.004977145075028799	0.008662501288320369	-0.018448251777800448	-0.011311905832302691	-0.0021637112771636636	0.02207658705942475	-0.0007489681220805313	-0.013927649405386346	-0.004566764168221071	0.023027298375951705	-0.0285019487383106	A0A3Z7J9L1	unreviewed	nitrate reductase (quinone)	taxID:90371	90371.0	Salmonella enterica subsp. enterica serovar Typhimurium	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4298	A0A6C7IAP8|unreviewed|nitrate	False	-0.05988350308824324	-0.004977145075028799	0.008662501288320369	-0.018448251777800448	-0.011311905832302691	-0.0021637112771636636	0.02207658705942475	-0.0007489681220805313	-0.013927649405386346	-0.004566764168221071	0.023027298375951705	-0.0285019487383106	A0A6C7IAP8	unreviewed	nitrate reductase (quinone)	taxID:568708	568708.0	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	strain		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium				
4299	A0A714Q4I4|unreviewed|nitrate	False	-0.05988350308824324	-0.004977145075028799	0.008662501288320369	-0.018448251777800448	-0.011311905832302691	-0.0021637112771636636	0.02207658705942475	-0.0007489681220805313	-0.013927649405386346	-0.004566764168221071	0.023027298375951705	-0.0285019487383106	A0A714Q4I4	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4300	A0A718R6V5|unreviewed|nitrate	False	-0.05988350308824324	-0.004977145075028799	0.008662501288320369	-0.018448251777800448	-0.011311905832302691	-0.0021637112771636636	0.02207658705942475	-0.0007489681220805313	-0.013927649405386346	-0.004566764168221071	0.023027298375951705	-0.0285019487383106	A0A718R6V5	unreviewed	nitrate reductase (quinone)	taxID:216597	216597.0	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	strain		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium				
4301	A0A724IPB2|unreviewed|nitrate	False	-0.05988350308824324	-0.004977145075028799	0.008662501288320369	-0.018448251777800448	-0.011311905832302691	-0.0021637112771636636	0.02207658705942475	-0.0007489681220805313	-0.013927649405386346	-0.004566764168221071	0.023027298375951705	-0.0285019487383106	A0A724IPB2	unreviewed	nitrate reductase (quinone)	taxID:550537	550537.0	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	strain		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Enteritidis				
4302	A0A5H3WDD3|unreviewed|nitrate	False	-0.05989400937473448	-0.00496316566793938	0.008609259727538626	-0.018445811678132012	-0.011326542644636891	-0.0021219401782866664	0.02208275188362777	-0.0006986905330235034	-0.014087829745524966	-0.004539108411446485	0.023236369510793706	-0.028368736836893053	A0A5H3WDD3	unreviewed	nitrate reductase (quinone)	taxID:90371	90371.0	Salmonella enterica subsp. enterica serovar Typhimurium	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4303	A0A610YXL4|unreviewed|nitrate	False	-0.05988130865290166	-0.0049773182380638	0.008672674873863905	-0.018448880253112466	-0.011310160441937363	-0.00215583849393996	0.022078991222333096	-0.0007506516405376615	-0.013916755084581699	-0.004563464291085265	0.023018782580864823	-0.028500033856975648	A0A610YXL4	unreviewed	nitrate reductase (quinone)	taxID:90371	90371.0	Salmonella enterica subsp. enterica serovar Typhimurium	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4304	A0A6Y1HH05|unreviewed|nitrate	False	-0.05989389896671305	-0.00497702999093811	0.008669814131762226	-0.018446178801708797	-0.011311985219786179	-0.0021433560406236927	0.022075539425821147	-0.0007516933379506668	-0.013930862340559227	-0.004562701040617919	0.02301474167880176	-0.0284848324610185	A0A6Y1HH05	unreviewed	nitrate reductase (quinone)	taxID:90371	90371.0	Salmonella enterica subsp. enterica serovar Typhimurium	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4305	A0A704AI26|unreviewed|nitrate	False	-0.059894114524514604	-0.004976713297992794	0.0086699206573958	-0.018446094488101483	-0.011312225950125434	-0.002143517858263569	0.022075492716723804	-0.0007511546926943527	-0.01393124013375477	-0.004563925128239475	0.023014005993531803	-0.028484815153479157	A0A704AI26	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4306	A0A706FVB6|unreviewed|nitrate	False	-0.059894275158660276	-0.00497597275267805	0.008665519447758679	-0.018445041943783956	-0.011314968636646851	-0.0021414880478273267	0.022076007541597477	-0.0007507108442131673	-0.013930116068093005	-0.004560727923869393	0.023018351950557056	-0.02848760130600669	A0A706FVB6	unreviewed	nitrate reductase (quinone)	taxID:90371	90371.0	Salmonella enterica subsp. enterica serovar Typhimurium	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4307	A0A757JX09|unreviewed|nitrate	False	-0.059910342562530354	-0.0049899893797796715	0.0086934803475175	-0.018449562240835653	-0.011396462222864218	-0.002144390138595044	0.022048305602160593	-0.0007709547310325057	-0.01395015486223647	-0.0045979811946134114	0.02301141619525048	-0.028476543292759823	A0A757JX09	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4308	A0A758MJ78|unreviewed|nitrate	False	-0.05989389896671305	-0.00497702999093811	0.008669814131762226	-0.018446178801708797	-0.011311985219786179	-0.0021433560406236927	0.022075539425821147	-0.0007516933379506668	-0.013930862340559227	-0.004562701040617919	0.02301474167880176	-0.0284848324610185	A0A758MJ78	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4309	A0A5I1FRR3|unreviewed|nitrate	False	-0.05989928341432294	-0.004976205116784396	0.008668591190974304	-0.018447037660089087	-0.0113175305781635	-0.0021388232951316463	0.022076006996953466	-0.0007523634437371588	-0.013925424102413956	-0.004564689911503993	0.023015379090342	-0.028475556926946758	A0A5I1FRR3	unreviewed	nitrate reductase (quinone)	taxID:29482	29482.0	Salmonella enterica subsp. enterica serovar Abony	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4310	A0A747EQ04|unreviewed|nitrate	False	-0.05989928341432294	-0.004976205116784396	0.008668591190974304	-0.018447037660089087	-0.0113175305781635	-0.0021388232951316463	0.022076006996953466	-0.0007523634437371588	-0.013925424102413956	-0.004564689911503993	0.023015379090342	-0.028475556926946758	A0A747EQ04	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4311	A0A5H8FEJ5|unreviewed|nitrate	False	-0.059893694850417144	-0.004977085199961227	0.00866974711313258	-0.01844623098569969	-0.011311833504862027	-0.0021435562198531114	0.022075612780467484	-0.0007518903101478339	-0.013930475126968283	-0.004562642975776884	0.023014900418574017	-0.02848504191883656	A0A5H8FEJ5	unreviewed	nitrate reductase (quinone)	taxID:487004	487004.0	Salmonella enterica subsp. enterica serovar Uganda	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4312	A0A623EU85|unreviewed|nitrate	False	-0.059893694850417144	-0.004977085199961227	0.00866974711313258	-0.01844623098569969	-0.011311833504862027	-0.0021435562198531114	0.022075612780467484	-0.0007518903101478339	-0.013930475126968283	-0.004562642975776884	0.023014900418574017	-0.02848504191883656	A0A623EU85	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4313	A0A751ZX29|unreviewed|nitrate	False	-0.059893694850417144	-0.004977085199961227	0.00866974711313258	-0.01844623098569969	-0.011311833504862027	-0.0021435562198531114	0.022075612780467484	-0.0007518903101478339	-0.013930475126968283	-0.004562642975776884	0.023014900418574017	-0.02848504191883656	A0A751ZX29	unreviewed	nitrate reductase (quinone)	taxID:98360	98360.0	Salmonella enterica subsp. enterica serovar Dublin	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4314	A0A623JXX4|unreviewed|nitrate	False	-0.05989387923561831	-0.0049781065864579555	0.008671163767240163	-0.01844541635404857	-0.01131301822018117	-0.0021452127318176465	0.022075070926944742	-0.0007532758543876837	-0.013929944260495505	-0.0045633527249863285	0.023013205494016958	-0.028486519718488864	A0A623JXX4	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4315	A0A3U1MV89|unreviewed|nitrate	False	-0.05989347309504713	-0.004955774335218072	0.008661188680516005	-0.018447352893180936	-0.011321912055555645	-0.00212412044631371	0.02207317689631361	-0.0007425300693551647	-0.013949282971778281	-0.004548272896663373	0.023015423570164836	-0.028503860060119846	A0A3U1MV89	unreviewed	nitrate reductase (quinone)	taxID:59201	59201.0	Salmonella enterica subsp. enterica	subspecies		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
4316	A0A3V4QB69|unreviewed|nitrate	False	-0.05989347309504713	-0.004955774335218072	0.008661188680516005	-0.018447352893180936	-0.011321912055555645	-0.00212412044631371	0.02207317689631361	-0.0007425300693551647	-0.013949282971778281	-0.004548272896663373	0.023015423570164836	-0.028503860060119846	A0A3V4QB69	unreviewed	nitrate reductase (quinone)	taxID:600	600.0	Salmonella enterica subsp. enterica serovar Thompson	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4317	A0A5Z0VQ31|unreviewed|nitrate	False	-0.05989347309504713	-0.004955774335218072	0.008661188680516005	-0.018447352893180936	-0.011321912055555645	-0.00212412044631371	0.02207317689631361	-0.0007425300693551647	-0.013949282971778281	-0.004548272896663373	0.023015423570164836	-0.028503860060119846	A0A5Z0VQ31	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
